User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product Category,Orders,Amount,Status,unnamed1
1001263,Bhishm,P00278442,F,<17,13,1,Karnataka,Southern,Healthcare,Food,4,15466,,
1004830,Gilcrest,P00139942,F,<17,15,0,Andhra Pradesh,Southern,Govt,Food,3,15342,,
1005420,Französisch,P00156842,F,<17,13,0,Karnataka,Southern,Healthcare,Food,1,15213,,
1003537,Shui,P00282042,M,<17,16,0,Karnataka,Southern,IT Sector,Games & Toys,3,12959,,
1002024,Teena,P00174442,F,<17,16,1,Karnataka,Southern,Media,Footwear & Shoes,1,12381,,
1005173,Peter,P00350342,M,<17,15,1,Karnataka,Southern,Chemical,Footwear & Shoes,4,12105,,
1003190,Gelder,P00117942,F,<17,12,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,9831,,
1005642,Eplett,P00057542,F,<17,13,0,Andhra Pradesh,Southern,Aviation,Auto,2,9732,,
1001084,Valerie,P00044142,M,<17,16,0,Karnataka,Southern,Banking,Clothing & Apparel,1,8685,,
1002245,Hopkins,P00334242,M,<17,16,0,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,3,8131,,
1000119,Roger,P0095842,M,<17,12,0,Karnataka,Southern,Healthcare,Electronics & Gadgets,1,7972,,
1001928,Ferrer,P00113042,F,<17,12,0,Andhra Pradesh,Southern,Media,Electronics & Gadgets,4,7917,,
1000871,Holt,P00216342,F,<17,16,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,7794,,
1004965,Sheldon,P00286742,F,<17,15,1,Karnataka,Southern,Automobile,Electronics & Gadgets,3,7791,,
1004633,Harold,P00051842,F,<17,16,1,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,1,7080,,
1004690,Hightower,P00123742,M,<17,17,1,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,1,6985,,
1001380,Wasserman,P00014542,F,<17,14,0,Kerala,Southern,Healthcare,Clothing & Apparel,2,6951,,
1000979,Wardle,P00278242,F,<17,16,1,Kerala,Southern,Aviation,Clothing & Apparel,2,6929,,
1005243,Visinsky,P00145042,F,<17,15,0,Kerala,Southern,IT Sector,Clothing & Apparel,3,6903,,
1005973,Tim,P00114942,F,<17,16,0,Kerala,Southern,Healthcare,Furniture,3,4177,,
1000019,Karlsson,P00329542,M,<17,13,1,Kerala,Southern,Healthcare,Clothing & Apparel,2,3753,,
1004294,Venier,P00305042,F,<17,17,0,Karnataka,Southern,Food Processing,Pet Care,1,2144,,
1002418,Crowe,P00058442,F,<17,13,1,Kerala,Southern,IT Sector,Clothing & Apparel,3,1858,,
1000888,Liz,P00010742,F,<17,12,0,Maharashtra,Western,IT Sector,Food,2,19284,,
1001365,Kiefer,P00086442,M,<17,12,1,Gujarat,Western,Healthcare,Food,2,12011,,
1004086,Dowd,P00283942,F,<17,14,0,Maharashtra,Western,Chemical,Food,2,11507,,
1001509,Airdo,P00293242,M,<17,16,0,Maharashtra,Western,Automobile,Electronics & Gadgets,2,9927,,
1005751,Eugene,P00005942,M,<17,17,1,Maharashtra,Western,Construction,Electronics & Gadgets,1,5830,,
1001421,Fjeld,P00278942,F,<17,12,0,Maharashtra,Western,Healthcare,Furniture,1,4178,,
1000001,Chris,P00059442,F,<17,13,1,Maharashtra,Western,Aviation,Electronics & Gadgets,1,3977,,
1001673,Lampkin,P00277442,F,<17,12,0,Gujarat,Western,Healthcare,Clothing & Apparel,2,1895,,
1001132,Balk,P00018042,F,18-25,25,1,Uttar Pradesh,Central,Lawyer,Auto,4,23841,,
1005649,Shweta,P00238542,M,18-25,20,1,Delhi,Central,Media,Auto,1,23281,,
1005359,Schwarz,P00302742,F,18-25,22,1,Delhi,Central,Media,Stationery,1,21503,,
1001442,Aarav,P00145042,M,18-25,18,1,Delhi,Central,Construction,Stationery,2,21401,,
1000423,Saurabh,P00046742,M,18-25,21,0,Delhi,Central,Automobile,Stationery,2,21320,,
1004489,Pete,P00216742,M,18-25,20,0,Delhi,Central,Construction,Stationery,1,21259,,
1000438,Bhosale,P00182542,F,18-25,25,0,Madhya Pradesh,Central,IT Sector,Tupperware,2,21079,,
1001495,Fjeld,P00064042,F,18-25,21,1,Delhi,Central,IT Sector,Stationery,4,21009,,
1000855,Sung,P00240042,M,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,3,20948,,
1004416,Airdo,P00213742,F,18-25,23,0,Uttar Pradesh,Central,Construction,Footwear & Shoes,2,20933,,
1002898,Kotsonis,P00309242,F,18-25,19,0,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,4,20847,,
1003051,Moren,P00288342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Tupperware,1,20816,,
1003690,Fein,P0099242,F,18-25,24,0,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,4,20544,,
1003503,Lloyd,P00344842,F,18-25,25,0,Madhya Pradesh,Central,Govt,Furniture,3,20540,,
1001613,Eva,P00173342,F,18-25,23,1,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,1,20512,,
1003245,Zeldin,P00351242,F,18-25,21,0,Uttarakhand,Central,Govt,Furniture,1,20468,,
1003825,Staebel,P00014542,F,18-25,20,0,Delhi,Central,Aviation,Footwear & Shoes,1,20450,,
1000372,Nikita,P00358442,M,18-25,22,1,Delhi,Central,Govt,Furniture,3,20312,,
1005156,Brooks,P00049642,F,18-25,19,1,Delhi,Central,Aviation,Footwear & Shoes,1,20295,,
1003557,Craven,P00058442,F,18-25,24,1,Delhi,Central,Hospitality,Footwear & Shoes,1,20210,,
1003715,Ludtke,P00016842,F,18-25,24,0,Madhya Pradesh,Central,Govt,Furniture,1,20191,,
1000524,Ober,P00018042,F,18-25,25,0,Uttarakhand,Central,IT Sector,Furniture,4,20079,,
1004323,Ed,P00191442,F,18-25,21,1,Uttarakhand,Central,Aviation,Furniture,4,19952,,
1000092,Gene,P00166942,M,18-25,21,1,Uttar Pradesh,Central,Lawyer,Furniture,4,19909,,
1001426,Sandra,P00114942,F,18-25,25,0,Uttar Pradesh,Central,Healthcare,Food,4,19684,,
1003111,Dean,P00234542,F,18-25,18,0,Uttar Pradesh,Central,Hospitality,Food,3,19681,,
1005709,Madhulika,P00120042,F,18-25,21,1,Uttar Pradesh,Central,Media,Food,4,19659,,
1004736,Mahima,P00084842,F,18-25,19,0,Delhi,Central,Healthcare,Food,4,19620,,
1005377,Piyam,P00279542,M,18-25,24,1,Uttar Pradesh,Central,Aviation,Food,1,19609,,
1003630,Atharv,P00350342,F,18-25,22,0,Uttar Pradesh,Central,Govt,Food,4,19604,,
1000738,McAdams,P00307342,M,18-25,20,1,Uttar Pradesh,Central,Banking,Food,4,19603,,
1000774,Abhishek,P00370242,F,18-25,23,0,Uttar Pradesh,Central,Banking,Food,2,19589,,
1005964,Aromal,P00265742,F,18-25,24,0,Madhya Pradesh,Central,Govt,Food,2,19580,,
1000313,Brooke,P00117742,M,18-25,23,1,Madhya Pradesh,Central,Healthcare,Food,3,19578,,
1000392,Cooley,P00354642,F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Food,2,19575,,
1001962,Bryan,P00194442,M,18-25,20,0,Delhi,Central,Food Processing,Food,3,19573,,
1003618,Keshav,P00178842,M,18-25,19,0,Madhya Pradesh,Central,Lawyer,Food,2,19573,,
1001483,Shardul,P00151742,F,18-25,20,0,Uttar Pradesh,Central,Healthcare,Food,3,19522,,
1001399,Chapman,P00361842,F,18-25,19,0,Madhya Pradesh,Central,Automobile,Food,3,19484,,
1000429,Farah,P00113342,F,18-25,21,0,Uttar Pradesh,Central,Healthcare,Food,2,19474,,
1005851,Sakshi,P00293242,M,18-25,25,0,Uttar Pradesh,Central,Retail,Food,4,19459,,
1001532,Aditi,P00250642,F,18-25,19,1,Uttar Pradesh,Central,Construction,Food,1,19448,,
1000229,Dortch,P00156242,F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Food,2,19443,,
1001430,Raksha,P00106042,F,18-25,22,1,Uttar Pradesh,Central,Govt,Food,1,19436,,
1003128,Donovan,P00182442,F,18-25,19,1,Uttar Pradesh,Central,Media,Food,1,19415,,
1000352,Maris,P00154042,F,18-25,23,1,Uttar Pradesh,Central,Lawyer,Food,1,19401,,
1000480,Shatayu,P00317942,M,18-25,25,0,Madhya Pradesh,Central,IT Sector,Food,4,19391,,
1005011,Anurag,P00284742,F,18-25,21,1,Uttar Pradesh,Central,Chemical,Food,2,19333,,
1001133,Doug,P00066242,F,18-25,25,0,Uttar Pradesh,Central,Aviation,Food,4,19318,,
1005367,Barton,P00092942,F,18-25,20,1,Uttar Pradesh,Central,Govt,Food,2,19314,,
1002926,Pratyusmita,P00224042,M,18-25,25,0,Delhi,Central,Aviation,Food,2,19295,,
1001329,Linda,P00009342,F,18-25,23,0,Delhi,Central,Retail,Food,2,19273,,
1003831,K,P00059442,M,18-25,20,0,Uttar Pradesh,Central,IT Sector,Food,1,19268,,
1003312,Corey-Lock,P00118442,M,18-25,19,0,Uttar Pradesh,Central,Banking,Food,1,19254,,
1005826,Srishti,P00058042,F,18-25,21,0,Madhya Pradesh,Central,Aviation,Food,2,19241,,
1000301,Brown,P00182542,F,18-25,21,0,Uttar Pradesh,Central,Healthcare,Food,2,19235,,
1000761,Cousins,P00293242,F,18-25,23,1,Madhya Pradesh,Central,Banking,Food,4,19214,,
1003625,Harsh,P00229742,F,18-25,21,1,Uttar Pradesh,Central,Healthcare,Food,3,19210,,
1001733,Gonzalez,P00117442,F,18-25,20,1,Uttar Pradesh,Central,Lawyer,Food,2,19187,,
1005605,Bühler,P00053842,M,18-25,23,1,Madhya Pradesh,Central,IT Sector,Food,1,19119,,
1002747,Collister,P00118742,M,18-25,25,1,Uttar Pradesh,Central,Banking,Food,2,19113,,
1003733,Darley,P00085042,F,18-25,18,1,Uttar Pradesh,Central,IT Sector,Food,3,19109,,
1004352,Herman,P00032142,F,18-25,24,0,Madhya Pradesh,Central,Aviation,Food,4,19073,,
1002996,Bathina,P00367242,F,18-25,23,0,Uttar Pradesh,Central,Automobile,Food,1,19048,,
1005282,Hood,P00116642,M,18-25,20,0,Madhya Pradesh,Central,Food Processing,Auto,4,19038,,
1005597,Brittain,P00031942,M,18-25,19,0,Delhi,Central,Banking,Food,2,19027,,
1005492,Engle,P00156342,F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Food,2,19007,,
1005394,Cari,P00101342,F,18-25,21,1,Delhi,Central,Textile,Food,2,18992,,
1001246,Rutuja,P00119142,M,18-25,18,0,Delhi,Central,Aviation,Stationery,1,17333,,
1001447,Aastha,P00304542,M,18-25,21,0,Delhi,Central,Media,Stationery,1,17262,,
1003965,Masurkar,P00205842,F,18-25,24,0,Delhi,Central,Banking,Stationery,1,17175,,
1004823,Fein,P00233342,F,18-25,24,1,Delhi,Central,Automobile,Stationery,1,17036,,
1003471,Mull,P00157142,F,18-25,21,1,Uttar Pradesh,Central,IT Sector,Tupperware,4,16954,,
1001117,Helen,P00130642,F,18-25,20,1,Uttar Pradesh,Central,Govt,Tupperware,3,16812,,
1002494,Hazel,P00015542,F,18-25,20,0,Delhi,Central,IT Sector,Footwear & Shoes,2,16774,,
1001418,Moss,P00352142,F,18-25,21,1,Uttar Pradesh,Central,Aviation,Tupperware,1,16610,,
1001688,Darren,P00070942,M,18-25,24,1,Uttar Pradesh,Central,Banking,Footwear & Shoes,3,16593,,
1000601,Knudson,P00042842,M,18-25,23,0,Uttar Pradesh,Central,Automobile,Furniture,4,16568,,
1000271,Anne,P00117442,F,18-25,25,0,Uttar Pradesh,Central,Retail,Furniture,4,16525,,
1001420,Harms,P00274042,F,18-25,22,0,Delhi,Central,Automobile,Footwear & Shoes,1,16512,,
1000321,Tim,P00267542,F,18-25,21,0,Uttarakhand,Central,Automobile,Furniture,1,16416,,
1002172,Amy,P00102242,F,18-25,20,0,Uttar Pradesh,Central,Banking,Footwear & Shoes,1,16357,,
1003621,Navdeep,P00117942,F,18-25,22,0,Uttar Pradesh,Central,Hospitality,Furniture,2,16357,,
1003031,Foster,P00010742,F,18-25,20,1,Uttar Pradesh,Central,Retail,Footwear & Shoes,3,16353,,
1000197,Zandusky,P00025942,F,18-25,21,0,Uttarakhand,Central,Govt,Furniture,4,16271,,
1002023,Company,P00190142,F,18-25,18,1,Madhya Pradesh,Central,Govt,Games & Toys,2,16222,,
1003622,Candace,P00117542,F,18-25,25,0,Uttar Pradesh,Central,IT Sector,Furniture,1,16162,,
1004009,Greene,P00029242,F,18-25,24,0,Uttar Pradesh,Central,Banking,Games & Toys,3,16096,,
1005458,Akshat,P00293342,M,18-25,22,1,Delhi,Central,Agriculture,Games & Toys,2,16081,,
1004705,Thea,P00000742,M,18-25,23,0,Uttar Pradesh,Central,Aviation,Furniture,3,16029,,
1005515,Karl,P00239842,F,18-25,23,0,Madhya Pradesh,Central,Banking,Furniture,1,15994,,
1002522,Daly,P00192542,F,18-25,18,0,Madhya Pradesh,Central,IT Sector,Furniture,4,15952,,
1001645,Shami,P00249142,M,18-25,23,1,Uttar Pradesh,Central,Automobile,Furniture,2,15945,,
1000813,Lauren,P00131342,F,18-25,25,1,Uttar Pradesh,Central,Banking,Food,1,15912,,
1004507,Dhirajendu,P00112442,F,18-25,23,1,Delhi,Central,Aviation,Food,4,15903,,
1001605,Barnes,P00113542,M,18-25,22,0,Uttar Pradesh,Central,Retail,Food,1,15902,,
1000239,Davis,P00102342,F,18-25,23,0,Uttar Pradesh,Central,Govt,Food,1,15893,,
1003454,Amlan,P00074642,F,18-25,24,1,Madhya Pradesh,Central,IT Sector,Food,2,15886,,
1001384,Garza,P00237542,F,18-25,19,0,Delhi,Central,Govt,Food,4,15882,,
1003509,Garverick,P00017042,F,18-25,23,0,Delhi,Central,Textile,Food,3,15860,,
1001681,Harold,P00275842,M,18-25,21,1,Madhya Pradesh,Central,Aviation,Food,2,15849,,
1001721,Ankita,P00190242,F,18-25,18,0,Uttar Pradesh,Central,Food Processing,Food,3,15829,,
1005187,Chand,P00174242,F,18-25,23,1,Madhya Pradesh,Central,Govt,Food,2,15826,,
1003033,Elizabeth,P00113242,F,18-25,24,0,Uttar Pradesh,Central,IT Sector,Food,1,15825,,
1001502,Abhijit,P00229742,F,18-25,25,0,Delhi,Central,Healthcare,Food,2,15824,,
1001807,Häberlin,P00101942,F,18-25,23,0,Delhi,Central,Aviation,Food,1,15803,,
1005682,Donatelli,P00256542,M,18-25,25,1,Uttar Pradesh,Central,Chemical,Food,4,15795,,
1005283,Annie,P00270842,F,18-25,25,1,Uttar Pradesh,Central,Aviation,Food,1,15795,,
1003398,Leinenbach,P00015142,F,18-25,19,0,Uttar Pradesh,Central,Lawyer,Food,1,15781,,
1005547,Shefali,P00207342,M,18-25,18,1,Delhi,Central,Aviation,Food,3,15765,,
1003688,Craig,P00304442,F,18-25,20,1,Uttar Pradesh,Central,IT Sector,Food,4,15765,,
1005638,Akancha,P00274342,F,18-25,25,1,Madhya Pradesh,Central,Chemical,Food,1,15756,,
1005184,Zic,P00357042,F,18-25,21,1,Uttar Pradesh,Central,Agriculture,Food,1,15754,,
1001647,Norvell,P00113942,F,18-25,24,0,Uttar Pradesh,Central,Aviation,Food,4,15747,,
1000131,Megha,P00126142,F,18-25,19,1,Uttar Pradesh,Central,Food Processing,Food,1,15739,,
1002782,Uudhav,P00240142,M,18-25,25,1,Uttarakhand,Central,IT Sector,Food,2,15732,,
1002116,Stuti,P00135442,F,18-25,25,0,Uttar Pradesh,Central,Automobile,Food,2,15669,,
1001112,Abelman,P00083242,F,18-25,24,0,Delhi,Central,IT Sector,Food,3,15661,,
1004611,Apoorv,P00110942,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,2,15659,,
1005264,Barbara,P00000142,F,18-25,22,0,Uttar Pradesh,Central,Retail,Food,4,15659,,
1001314,Bzostek,P00125942,M,18-25,21,1,Madhya Pradesh,Central,Banking,Food,1,15645,,
1002799,Adrian,P00000142,F,18-25,19,1,Delhi,Central,Media,Food,1,15633,,
1004374,Neha,P00059742,F,18-25,23,0,Uttar Pradesh,Central,Hospitality,Food,4,15627,,
1004041,Fritzler,P00159542,F,18-25,20,0,Madhya Pradesh,Central,Hospitality,Food,1,15588,,
1003196,Tushina,P00253142,M,18-25,21,0,Madhya Pradesh,Central,Healthcare,Food,2,15573,,
1003192,Hooks,P00037142,M,18-25,18,0,Uttarakhand,Central,Automobile,Food,2,15570,,
1005705,Ward,P00029542,M,18-25,19,1,Uttar Pradesh,Central,Govt,Food,3,15557,,
1002620,Turumella,P00255842,F,18-25,25,1,Uttar Pradesh,Central,Media,Food,3,15539,,
1005246,Tracy,P00242142,M,18-25,20,1,Uttar Pradesh,Central,Banking,Food,2,15528,,
1004298,Laalji,P00187442,M,18-25,20,1,Uttar Pradesh,Central,Healthcare,Food,1,15519,,
